ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32953	"ENSG00000187239.16"	"FNBP1"	chr9	-	129915965	129915980	129908889	129908999	129923843	129923939	32953	1,0	0,0	0,0	1,0	64	49	1	1.0	1.0,NA	0.0,NA	1.0
33419	"ENSG00000131876.16"	"SNRPA1"	chr15	-	101286213	101286293	101285725	101285801	101286907	101287010	33419	0,0	1,0	1,0	0,0	98	49	1	1.0	0.0,NA	1.0,NA	-1.0
33948	"ENSG00000138326.19"	"RPS24"	chr10	+	78037438	78040225	78037193	78037304	78040614	78040716	33948	0,1	4,0	0,0	1,1	98	49	1	1.0	0.0,1.0	0.0,0.0	0.5
33952	"ENSG00000138326.19"	"RPS24"	chr10	+	78040200	78040225	78037193	78037304	78040614	78040713	33952	0,1	4,0	0,0	1,1	74	49	1	1.0	0.0,1.0	0.0,0.0	0.5
33953	"ENSG00000138326.19"	"RPS24"	chr10	+	78040203	78040225	78037193	78037304	78040614	78040696	33953	0,1	4,0	0,0	1,1	71	49	1	1.0	0.0,1.0	0.0,0.0	0.5
34627	"ENSG00000177600.8"	"RPLP2"	chr11	+	810233	810357	809646	810039	811596	811645	34627	7,9	1,0	1,0	0,0	98	49	1	1.0	0.778,1.0	1.0,NA	-0.111
36125	"ENSG00000189159.15"	"HN1"	chr17	-	75149090	75149185	75148528	75148671	75154341	75154675	36125	0,1	2,0	0,0	0,2	98	49	1	1.0	0.0,1.0	NA,0.0	0.5
36479	"ENSG00000172269.18"	"DPAGT1"	chr11	-	119097854	119097925	119097463	119097551	119098402	119098487	36479	0,1	0,0	0,0	1,0	98	49	1	1.0	NA,1.0	0.0,NA	1.0
36480	"ENSG00000172269.18"	"DPAGT1"	chr11	-	119097854	119098043	119097336	119097551	119098402	119098435	36480	0,1	0,0	0,0	1,0	98	49	1	1.0	NA,1.0	0.0,NA	1.0
37357	"ENSG00000197930.12"	"ERO1A"	chr14	-	52683787	52683907	52682324	52682408	52695367	52695529	37357	1,0	0,0	0,0	1,0	98	49	1	1.0	1.0,NA	0.0,NA	1.0
37730	"ENSG00000092841.18"	"MYL6"	chr12	+	56160625	56160670	56160242	56160320	56161386	56161550	37730	1,0	1,1	0,0	0,1	94	49	1	1.0	0.343,0.0	NA,0.0	0.172
38241	"ENSG00000161203.13"	"AP2M1"	chr3	+	184180644	184180650	184180063	184180251	184180848	184180881	38241	0,0	1,0	0,1	0,1	55	49	1	1.0	0.0,NA	NA,0.471	-0.471
38413	"ENSG00000089157.15"	"RPLP0"	chr12	-	120198553	120198631	120197321	120197462	120198853	120199000	38413	3,3	0,2	3,0	0,0	98	49	1	1.0	1.0,0.429	1.0,NA	-0.285
38414	"ENSG00000089157.15"	"RPLP0"	chr12	-	120198553	120198739	120197321	120197462	120198853	120199000	38414	7,6	0,2	6,5	0,0	98	49	0.556642179289	1.0	1.0,0.6	1.0,1.0	-0.2
38415	"ENSG00000089157.15"	"RPLP0"	chr12	-	120198553	120198770	120197321	120197462	120198853	120199000	38415	3,3	0,2	3,0	0,0	98	49	1	1.0	1.0,0.429	1.0,NA	-0.285
40660	"ENSG00000182718.16"	"ANXA2"	chr15	-	60397257	60397338	60386027	60386086	60397942	60397964	40660	0,2	2,3	1,1	1,6	98	49	0.74703870315	1.0	0.0,0.25	0.333,0.077	-0.08
